vehicle_type,driver_age,driving_experience_yrs,gender,license_valid,helmet_or_seatbelt,alcohol_detected,mobile_phone_use,fatigue_score,vehicle_age_years,last_service_months,past_accident_count
E-Rickshaw,51,7,Female,0,1,0,0,0.498,23,13,0
Auto-Rickshaw,53,1,Male,1,1,0,0,0.205,25,3,0
Car/SUV,59,14,Male,1,0,1,1,0.246,14,26,0
Bus,60,13,Male,0,1,0,0,0.339,8,33,0
Truck/HCV,46,28,Male,1,0,0,0,0.105,5,10,0
Auto-Rickshaw,18,0,Female,1,1,0,1,0.276,19,4,3
Bus,61,0,Male,1,0,0,0,0.431,9,8,0
Tempo,19,1,Male,1,1,0,1,0.086,3,17,2
Two-Wheeler,31,13,Male,1,0,1,0,0.204,0,15,0
E-Rickshaw,25,3,Male,1,1,0,0,0.154,10,35,0
Tempo,23,5,Male,1,0,0,0,0.285,12,10,1
Tractor,24,6,Male,1,0,0,0,0.387,0,17,0
E-Rickshaw,62,3,Male,1,1,0,0,0.081,18,35,0
Truck/HCV,57,12,Male,0,1,1,0,0.536,6,10,1
E-Rickshaw,38,16,Male,1,1,0,0,0.421,3,21,0
E-Rickshaw,48,14,Male,1,0,1,0,0.355,20,26,0
Tractor,62,15,Male,1,0,0,1,0.17,1,26,0
Tractor,36,18,Male,1,0,0,0,0.17,18,22,0
E-Rickshaw,18,0,Female,1,0,0,1,0.037,4,15,2
Tempo,20,2,Male,1,1,0,0,0.56,12,4,0
Truck/HCV,58,32,Male,1,1,0,0,0.109,13,19,1
Truck/HCV,50,32,Male,1,1,0,1,0.577,15,13,0
Auto-Rickshaw,42,17,Male,1,0,1,1,0.303,23,30,0
Truck/HCV,26,8,Female,1,0,0,0,0.397,16,30,0
Tractor,64,24,Female,1,1,0,0,0.159,10,12,1
Tractor,43,25,Male,1,1,1,0,0.423,24,27,1
Truck/HCV,27,1,Male,1,1,0,0,0.099,17,8,0
Tempo,47,1,Female,1,0,0,0,0.235,12,29,0
Tractor,31,13,Other,1,1,0,0,0.155,24,24,0
Tractor,19,1,Female,1,1,0,1,0.619,1,11,3
Two-Wheeler,24,6,Male,0,1,0,0,0.383,17,23,0
Two-Wheeler,61,28,Male,0,1,0,0,0.632,3,6,1
Bus,25,7,Male,1,1,0,1,0.181,16,26,0
Truck/HCV,57,11,Female,1,1,1,0,0.259,4,16,1
Auto-Rickshaw,33,7,Male,1,1,0,0,0.317,19,7,0
Tractor,21,3,Female,1,0,0,0,0.063,22,5,0
Auto-Rickshaw,40,15,Male,1,0,0,0,0.446,10,34,0
Car/SUV,55,26,Male,0,0,0,0,0.215,0,29,1
Truck/HCV,53,13,Male,1,0,1,1,0.183,11,20,1
Tractor,62,35,Male,1,0,0,1,0.379,9,28,0
Truck/HCV,40,22,Male,1,1,0,1,0.358,9,0,0
E-Rickshaw,43,6,Female,1,0,0,1,0.355,6,13,2
Tractor,44,18,Male,0,1,1,1,0.622,20,12,0
Truck/HCV,57,3,Male,1,0,0,1,0.148,1,23,0
Two-Wheeler,50,27,Male,1,1,0,0,0.539,20,23,2
Bus,35,17,Male,1,1,0,0,0.346,8,24,2
Tractor,57,0,Male,1,1,0,0,0.124,13,11,0
Car/SUV,52,9,Male,1,1,0,0,0.223,9,15,0
Auto-Rickshaw,42,10,Male,1,0,0,1,0.587,15,0,0
Truck/HCV,45,27,Male,1,1,1,0,0.377,23,27,1
Car/SUV,64,23,Female,0,1,0,0,0.154,15,4,0
Tempo,63,5,Male,1,0,0,1,0.179,16,15,0
Auto-Rickshaw,35,17,Male,1,1,0,1,0.643,15,32,1
E-Rickshaw,53,14,Male,1,1,0,1,0.507,18,9,2
Auto-Rickshaw,63,34,Male,0,1,0,0,0.14,4,8,1
Truck/HCV,51,18,Male,1,1,0,1,0.306,18,23,0
Tempo,65,14,Male,1,1,1,0,0.155,17,26,0
Truck/HCV,19,1,Male,1,0,0,1,0.317,18,27,0
Tempo,58,34,Female,1,1,0,0,0.421,14,21,1
Car/SUV,35,13,Male,1,0,0,0,0.653,9,34,0
Bus,58,19,Male,1,0,0,1,0.114,7,9,1
E-Rickshaw,42,24,Male,1,0,0,0,0.351,25,12,0
Bus,19,1,Male,1,1,0,0,0.251,0,0,0
Bus,23,5,Male,1,0,0,0,0.103,16,33,0
Tempo,60,31,Male,1,0,1,0,0.116,21,32,1
E-Rickshaw,65,14,Male,1,0,0,1,0.221,7,16,0
E-Rickshaw,20,2,Female,1,0,0,1,0.07,16,32,1
E-Rickshaw,28,10,Male,0,0,0,0,0.291,8,2,0
Truck/HCV,55,26,Male,1,0,0,0,0.22,22,25,1
Tractor,28,10,Male,1,0,0,0,0.082,12,36,0
Tractor,44,15,Male,1,1,0,1,0.061,19,19,1
Truck/HCV,58,25,Male,1,1,0,0,0.216,17,24,2
Tempo,39,21,Female,1,1,0,1,0.401,13,35,0
Bus,60,25,Male,1,0,0,0,0.05,0,21,0
Truck/HCV,58,14,Female,0,0,0,1,0.204,19,32,0
Bus,62,21,Male,1,0,0,0,0.17,25,28,2
Truck/HCV,38,20,Male,1,0,0,0,0.375,11,15,3
Tractor,41,4,Male,1,1,0,0,0.75,17,27,0
Bus,46,25,Male,1,1,0,0,0.203,0,20,1
Auto-Rickshaw,40,22,Male,1,1,0,0,0.334,2,0,0
Auto-Rickshaw,20,2,Male,1,1,1,0,0.237,19,16,0
Auto-Rickshaw,29,11,Male,1,0,0,0,0.445,25,12,3
E-Rickshaw,40,15,Male,0,1,0,0,0.117,19,7,0
Bus,42,12,Male,0,0,0,1,0.318,15,2,1
Truck/HCV,38,15,Male,1,1,0,1,0.146,12,32,1
Car/SUV,40,12,Male,0,0,0,0,0.415,10,4,0
Two-Wheeler,64,24,Male,0,1,0,1,0.141,7,28,1
Car/SUV,49,3,Male,1,0,1,0,0.285,4,1,0
Auto-Rickshaw,32,14,Female,0,1,0,0,0.696,25,28,0
Truck/HCV,44,26,Male,1,1,1,0,0.188,2,20,1
Tempo,27,9,Female,1,1,0,0,0.095,4,30,0
Car/SUV,57,26,Male,1,0,1,1,0.526,6,18,0
Two-Wheeler,45,18,Male,1,1,0,1,0.383,20,14,1
Bus,25,7,Male,0,0,0,1,0.525,2,36,0
Tractor,28,10,Male,1,1,0,1,0.344,23,17,0
E-Rickshaw,60,6,Male,1,0,0,0,0.475,7,9,1
E-Rickshaw,52,7,Male,1,0,0,0,0.354,2,2,0
Tempo,60,8,Male,1,0,0,0,0.084,3,33,1
Bus,35,17,Male,1,1,0,0,0.231,7,31,0
Two-Wheeler,64,32,Male,0,1,1,0,0.161,17,3,0
Tempo,39,21,Male,0,0,0,1,0.248,24,3,1
Truck/HCV,45,1,Male,1,1,0,0,0.549,9,3,1
Car/SUV,53,28,Male,1,1,0,0,0.223,14,14,0
Two-Wheeler,39,1,Male,1,0,0,0,0.316,23,29,0
Bus,64,0,Female,1,1,0,1,0.34,16,0,2
E-Rickshaw,64,21,Male,1,1,0,0,0.136,9,5,1
Tractor,22,4,Male,1,1,1,0,0.269,6,29,1
Bus,56,35,Male,1,1,0,0,0.284,20,26,0
Tempo,26,8,Male,1,1,1,1,0.153,1,23,2
Bus,19,1,Male,1,0,0,1,0.135,5,23,0
Tractor,50,31,Male,1,0,0,0,0.342,8,20,0
Car/SUV,52,18,Male,1,1,0,0,0.245,24,0,0
Bus,61,4,Female,1,0,0,0,0.044,10,32,0
Bus,64,9,Male,1,1,0,1,0.523,0,18,1
E-Rickshaw,65,14,Male,0,0,0,0,0.115,19,32,0
Car/SUV,27,9,Male,1,1,0,0,0.162,1,30,0
Car/SUV,30,12,Male,1,1,1,0,0.44,5,19,1
Tractor,37,19,Female,1,0,0,0,0.094,17,5,1
Two-Wheeler,64,11,Male,1,0,0,0,0.453,8,29,0
E-Rickshaw,33,15,Male,1,1,0,0,0.176,0,23,1
Car/SUV,35,10,Male,1,1,0,0,0.506,16,24,0
E-Rickshaw,30,12,Male,1,1,0,1,0.467,14,23,2
Auto-Rickshaw,53,28,Male,1,1,0,0,0.191,12,25,1
Auto-Rickshaw,62,17,Male,1,1,0,0,0.079,9,8,0
Car/SUV,34,16,Male,1,1,0,0,0.197,25,11,0
Tractor,43,25,Male,1,0,0,0,0.084,13,36,2
Bus,52,34,Male,0,0,0,0,0.401,22,22,0
Tractor,49,0,Male,1,0,0,0,0.447,9,14,0
Two-Wheeler,54,11,Male,1,0,0,0,0.401,6,34,0
Tractor,36,6,Male,1,1,1,0,0.131,2,0,2
Car/SUV,20,2,Male,1,1,0,1,0.472,2,28,0
Two-Wheeler,24,6,Male,1,1,0,0,0.18,14,30,0
Truck/HCV,65,9,Male,1,0,0,0,0.118,13,8,0
Two-Wheeler,65,15,Female,1,0,0,0,0.27,22,0,1
Auto-Rickshaw,18,0,Male,1,1,0,0,0.29,0,12,2
Truck/HCV,59,12,Male,1,0,0,1,0.264,21,18,0
Tractor,59,0,Male,1,0,1,0,0.652,3,1,0
Truck/HCV,55,23,Female,1,1,0,1,0.11,13,29,0
Truck/HCV,58,12,Female,0,0,0,1,0.144,5,3,0
Truck/HCV,35,17,Male,1,1,1,0,0.242,13,9,1
Tempo,45,8,Male,1,1,0,1,0.348,13,17,1
Car/SUV,20,2,Male,1,1,1,0,0.482,6,10,0
Truck/HCV,63,11,Male,1,0,0,0,0.093,24,1,1
Auto-Rickshaw,37,18,Male,1,0,0,1,0.295,22,5,0
Tractor,37,19,Male,1,1,0,1,0.145,22,33,0
Auto-Rickshaw,51,33,Male,1,1,0,0,0.412,5,34,0
Auto-Rickshaw,43,0,Male,1,1,0,0,0.239,14,17,0
Auto-Rickshaw,29,11,Female,1,1,1,1,0.611,9,26,1
Bus,64,23,Male,1,0,0,0,0.333,16,22,0
Car/SUV,56,31,Male,1,1,0,1,0.242,9,14,0
Two-Wheeler,25,7,Male,1,0,0,1,0.584,13,7,0
Tempo,33,15,Male,0,0,0,1,0.264,21,0,3
E-Rickshaw,19,1,Male,1,0,0,1,0.34,20,29,1
Auto-Rickshaw,25,1,Male,1,0,0,1,0.305,2,35,1
Car/SUV,23,5,Male,1,1,0,0,0.178,9,6,0
Truck/HCV,53,31,Male,1,1,0,1,0.514,11,30,0
Tractor,27,9,Male,1,0,0,0,0.307,1,17,0
Tempo,47,29,Female,1,0,0,0,0.379,13,17,0
E-Rickshaw,31,13,Female,0,1,1,0,0.63,11,8,1
Bus,64,33,Male,1,1,0,0,0.051,24,3,0
E-Rickshaw,54,5,Male,1,0,0,0,0.258,0,33,2
Two-Wheeler,53,19,Female,1,0,0,1,0.445,22,13,0
Tempo,46,1,Male,1,1,0,0,0.142,23,33,0
Two-Wheeler,55,8,Male,1,0,0,1,0.171,13,30,2
Truck/HCV,60,27,Male,1,0,0,1,0.045,24,12,0
E-Rickshaw,54,35,Male,1,0,0,0,0.221,7,11,2
Tempo,46,11,Male,1,1,0,1,0.375,13,34,1
Tempo,64,4,Male,1,1,0,1,0.158,23,16,0
Two-Wheeler,59,14,Male,1,1,0,1,0.062,17,17,1
Car/SUV,52,7,Male,1,1,0,0,0.253,12,27,0
Two-Wheeler,64,6,Male,1,0,0,1,0.407,15,26,1
Car/SUV,37,19,Male,1,1,0,0,0.341,13,25,1
Tractor,26,6,Male,1,1,0,0,0.077,12,9,3
Tractor,35,17,Male,0,0,0,1,0.609,25,2,0
E-Rickshaw,32,14,Male,0,1,0,0,0.133,20,14,1
Tempo,62,17,Male,1,0,0,0,0.309,17,11,0
Auto-Rickshaw,23,5,Male,1,0,0,0,0.477,3,29,0
Auto-Rickshaw,31,13,Male,0,0,0,0,0.351,8,0,0
Two-Wheeler,50,0,Male,0,1,0,0,0.401,22,32,0
Car/SUV,45,10,Male,1,1,0,0,0.391,9,31,0
Tempo,43,20,Female,1,1,1,0,0.274,12,29,1
Car/SUV,41,23,Female,1,0,0,0,0.476,16,16,0
Tempo,54,3,Male,1,1,0,0,0.267,1,35,0
Two-Wheeler,56,8,Male,1,1,0,0,0.195,3,20,0
Two-Wheeler,52,34,Male,1,0,0,1,0.434,8,20,2
Car/SUV,61,13,Female,1,0,0,1,0.198,19,9,2
E-Rickshaw,19,1,Male,1,0,0,1,0.302,13,33,0
Bus,43,12,Male,1,1,0,1,0.467,5,14,0
Car/SUV,40,21,Male,0,1,0,0,0.227,3,3,0
Bus,55,15,Male,1,1,0,1,0.08,9,27,0
Tempo,50,27,Female,1,0,0,1,0.165,10,11,0
Bus,63,35,Male,1,1,0,1,0.437,1,24,0
Bus,20,2,Male,1,1,0,0,0.111,7,25,3
Truck/HCV,46,13,Male,1,1,0,0,0.353,3,14,2
Truck/HCV,61,6,Male,0,0,0,1,0.421,24,3,0
E-Rickshaw,54,15,Male,0,0,0,0,0.186,5,32,1
Tractor,39,21,Male,1,1,0,0,0.291,20,25,0
Two-Wheeler,62,16,Male,0,0,0,0,0.294,9,23,1
Two-Wheeler,18,0,Male,1,0,0,0,0.146,8,29,1
Auto-Rickshaw,37,17,Female,1,0,0,1,0.282,23,23,0
E-Rickshaw,25,7,Male,1,0,1,0,0.21,4,8,0
Truck/HCV,54,11,Male,1,1,0,0,0.407,7,32,0
Bus,35,14,Female,1,1,0,0,0.853,19,3,3
Two-Wheeler,24,6,Male,1,1,0,0,0.273,1,7,0
Tempo,26,7,Male,1,0,0,0,0.376,23,28,2
Two-Wheeler,27,6,Male,0,0,0,1,0.421,16,13,0
E-Rickshaw,45,27,Male,1,0,0,0,0.041,6,30,0
E-Rickshaw,56,22,Male,1,0,1,0,0.137,13,13,0
E-Rickshaw,26,8,Male,0,0,0,0,0.451,10,0,0
Auto-Rickshaw,44,23,Male,1,0,0,1,0.059,2,36,0
Tempo,61,17,Female,1,1,0,0,0.21,15,5,0
Tempo,19,1,Male,1,0,0,0,0.37,9,35,1
Tractor,40,4,Male,1,1,0,1,0.12,17,28,1
Tempo,45,11,Male,1,1,0,0,0.144,12,19,0
Two-Wheeler,64,10,Male,1,0,0,1,0.213,20,25,0
Auto-Rickshaw,42,24,Female,0,1,0,1,0.122,24,8,0
Truck/HCV,57,31,Male,0,0,0,1,0.132,17,34,0
Tempo,25,7,Male,1,0,0,0,0.267,11,4,1
Tractor,44,26,Male,1,1,0,0,0.214,25,29,0
Tractor,56,12,Male,1,0,1,1,0.2,24,5,2
Bus,27,9,Male,1,1,1,0,0.225,17,7,0
Bus,21,3,Male,0,1,1,0,0.033,22,20,0
Two-Wheeler,51,33,Male,1,1,1,0,0.331,7,20,1
Tractor,18,0,Male,1,0,1,0,0.227,11,21,1
E-Rickshaw,54,17,Male,1,0,0,0,0.204,13,3,1
Auto-Rickshaw,50,12,Female,0,1,0,1,0.315,2,17,1
Tempo,34,16,Male,1,0,0,1,0.408,6,19,1
Tractor,29,9,Male,1,1,0,0,0.828,0,4,1
Tempo,58,33,Male,1,1,0,0,0.275,13,24,0
Tractor,46,17,Female,1,0,0,0,0.128,15,36,1
Tempo,62,8,Female,0,0,1,0,0.154,13,22,0
E-Rickshaw,18,0,Male,1,0,0,0,0.171,23,24,1
Car/SUV,48,0,Male,1,1,0,0,0.304,24,30,1
Tractor,51,13,Male,1,1,0,0,0.106,9,31,0
Truck/HCV,35,1,Female,1,0,1,0,0.234,6,1,0
Auto-Rickshaw,36,18,Male,1,1,0,0,0.481,24,34,1
Auto-Rickshaw,55,0,Male,1,0,0,0,0.291,23,18,0
E-Rickshaw,40,22,Other,1,0,0,1,0.46,17,25,0
Tempo,54,11,Male,1,0,0,1,0.57,18,15,3
Tempo,36,11,Male,1,1,0,1,0.324,21,1,0
Auto-Rickshaw,21,3,Male,0,1,1,0,0.228,22,36,0
Truck/HCV,46,4,Female,1,0,1,0,0.072,19,32,3
E-Rickshaw,38,16,Male,1,0,0,0,0.338,20,24,0
Car/SUV,31,13,Male,1,1,0,1,0.225,25,4,0
Two-Wheeler,27,0,Female,1,0,0,0,0.592,7,29,0
E-Rickshaw,40,9,Male,1,0,0,0,0.392,22,12,0
Truck/HCV,30,12,Male,1,0,0,1,0.284,9,25,3
Tractor,53,5,Male,1,0,0,0,0.355,9,10,3
Two-Wheeler,30,12,Male,1,1,0,0,0.161,19,24,1
Auto-Rickshaw,46,9,Male,1,0,0,0,0.38,16,15,0
Bus,43,25,Male,1,1,0,0,0.315,16,30,1
Tractor,26,8,Female,1,0,0,0,0.299,3,13,0
Bus,62,4,Male,1,1,0,0,0.223,22,0,0
Tractor,31,0,Male,1,1,0,0,0.201,8,24,0
Car/SUV,47,29,Female,1,1,0,1,0.311,14,28,2
E-Rickshaw,42,8,Female,0,1,0,0,0.089,5,2,0
Two-Wheeler,21,3,Female,0,0,1,0,0.617,13,17,0
Bus,48,0,Female,1,1,0,1,0.214,8,23,0
Auto-Rickshaw,58,27,Male,0,1,0,0,0.253,1,2,0
E-Rickshaw,42,3,Male,0,1,0,0,0.278,22,2,0
Car/SUV,59,6,Male,0,1,0,0,0.343,1,18,2
E-Rickshaw,42,20,Male,1,0,0,0,0.192,9,21,1
Tempo,53,8,Male,1,0,0,0,0.341,15,36,0
Bus,49,8,Male,1,0,0,0,0.575,5,3,0
Tractor,28,10,Male,1,0,0,1,0.221,5,16,2
Auto-Rickshaw,42,24,Male,1,1,0,0,0.248,7,20,1
Tractor,60,20,Male,1,1,0,0,0.432,25,23,1
Truck/HCV,58,1,Male,1,0,0,0,0.681,5,19,0
Tempo,63,7,Male,0,0,0,1,0.39,17,18,0
Tempo,62,34,Male,1,1,1,1,0.206,4,35,0
Truck/HCV,35,17,Male,1,0,0,0,0.546,22,24,0
Two-Wheeler,19,1,Male,1,1,0,1,0.433,6,12,1
Two-Wheeler,39,21,Female,1,0,0,0,0.517,23,36,0
Bus,48,11,Female,1,0,0,1,0.529,15,7,3
Truck/HCV,27,9,Other,0,1,0,0,0.04,0,2,1
Auto-Rickshaw,23,5,Male,1,1,0,1,0.181,24,11,2
Two-Wheeler,57,15,Female,1,1,0,1,0.209,20,13,0
Auto-Rickshaw,53,23,Male,1,0,0,0,0.463,8,18,0
Tempo,39,9,Male,1,0,0,1,0.316,14,31,0
Tempo,44,12,Male,1,1,0,0,0.089,24,10,1
Truck/HCV,46,22,Male,0,0,0,0,0.447,4,24,2
Truck/HCV,36,9,Male,1,1,0,0,0.339,10,10,1
Car/SUV,38,13,Female,1,0,0,1,0.527,10,18,0
Truck/HCV,19,1,Male,1,1,0,0,0.392,0,10,1
Tempo,56,20,Male,0,0,0,1,0.352,10,23,0
Tractor,57,0,Male,0,1,0,0,0.154,14,2,1
Tractor,22,4,Male,1,1,1,0,0.058,4,33,0
Auto-Rickshaw,50,9,Male,1,1,0,0,0.406,7,13,1
Tempo,37,19,Male,0,1,1,0,0.433,19,30,0
Two-Wheeler,64,23,Female,1,0,0,0,0.162,4,33,1
Tractor,35,17,Male,0,0,0,1,0.297,13,7,1
Two-Wheeler,39,21,Male,1,1,0,0,0.263,23,18,2
Auto-Rickshaw,43,0,Female,1,1,0,0,0.422,10,18,0
Tractor,59,4,Male,1,0,0,0,0.159,11,23,0
Auto-Rickshaw,64,18,Female,1,1,0,0,0.275,5,21,0
Auto-Rickshaw,52,33,Male,0,1,0,1,0.207,25,0,0
Tractor,59,30,Female,1,1,0,0,0.224,2,10,1
Car/SUV,34,16,Male,1,1,0,0,0.5,17,26,0
E-Rickshaw,50,7,Male,1,0,0,1,0.136,12,19,0
Tempo,28,10,Male,1,0,0,0,0.025,25,33,0
Truck/HCV,56,2,Male,1,0,0,0,0.298,5,24,1
Car/SUV,56,1,Male,1,1,0,0,0.124,11,3,0
Car/SUV,59,24,Male,1,0,0,0,0.514,2,24,0
Tractor,55,14,Female,1,1,0,1,0.322,16,23,0
Car/SUV,23,5,Male,1,1,0,0,0.249,8,22,1
Tempo,49,31,Male,1,1,1,1,0.326,6,32,1
Tempo,48,8,Male,1,1,0,0,0.258,24,32,0
Tractor,31,13,Male,1,1,0,0,0.57,15,21,0
Car/SUV,49,29,Male,1,0,0,0,0.163,13,36,0
E-Rickshaw,30,12,Male,1,0,1,0,0.273,2,13,2
Auto-Rickshaw,25,7,Male,0,1,0,0,0.478,11,26,1
Tempo,18,0,Male,0,1,0,0,0.172,5,8,3
Car/SUV,42,23,Male,1,0,1,0,0.262,21,0,1
Auto-Rickshaw,34,16,Female,1,1,0,0,0.457,15,27,1
Two-Wheeler,26,8,Female,0,0,0,0,0.052,0,21,1
Two-Wheeler,26,8,Male,1,0,0,1,0.673,19,14,3
Two-Wheeler,61,9,Male,1,1,0,0,0.234,17,27,0
Two-Wheeler,33,15,Male,1,1,0,1,0.473,6,17,0
Bus,21,3,Male,1,0,0,1,0.537,24,1,0
Tempo,27,9,Female,1,1,0,1,0.464,17,21,1
Tempo,39,11,Male,0,1,0,0,0.609,8,28,0
Tractor,22,4,Male,1,1,1,0,0.099,3,33,0
E-Rickshaw,28,10,Male,1,1,0,0,0.322,18,12,0
Truck/HCV,36,18,Male,1,0,0,0,0.503,20,19,2
E-Rickshaw,33,15,Male,1,1,0,0,0.062,3,31,3
E-Rickshaw,24,6,Male,1,0,1,0,0.709,16,10,0
Auto-Rickshaw,60,20,Male,1,1,0,1,0.695,4,9,0
Tractor,59,4,Male,1,1,0,1,0.491,20,11,1
Car/SUV,38,7,Male,0,1,0,1,0.412,11,25,0
Auto-Rickshaw,34,16,Male,0,1,0,0,0.36,20,11,0
Tempo,36,18,Female,1,1,0,0,0.256,22,20,2
Tempo,36,18,Male,1,0,1,0,0.087,10,31,0
Truck/HCV,31,1,Female,0,1,0,0,0.055,19,15,0
Bus,56,32,Male,1,0,0,1,0.351,16,33,0
Bus,34,16,Male,0,1,0,0,0.316,19,18,0
Truck/HCV,34,0,Male,1,1,0,0,0.093,17,14,2
Two-Wheeler,21,3,Male,1,1,0,1,0.516,21,32,2
E-Rickshaw,27,0,Female,1,1,0,0,0.193,14,15,0
Tempo,39,21,Female,0,0,1,0,0.37,0,26,0
Truck/HCV,18,0,Male,1,0,1,0,0.098,24,12,0
Car/SUV,44,26,Male,0,1,0,1,0.198,7,4,3
Two-Wheeler,36,1,Male,1,1,0,0,0.331,20,0,0
Bus,26,8,Male,1,1,0,0,0.3,3,4,0
Truck/HCV,46,28,Male,0,1,0,0,0.291,13,4,1
Tempo,20,2,Male,1,0,1,0,0.418,11,30,2
Car/SUV,21,3,Male,0,1,0,1,0.22,4,34,1
Truck/HCV,29,8,Male,0,1,0,0,0.144,23,0,0
E-Rickshaw,49,31,Female,1,0,0,0,0.252,13,4,0
Truck/HCV,58,20,Male,1,0,0,1,0.421,18,35,1
Tractor,36,18,Male,1,1,1,0,0.388,16,16,0
Bus,39,21,Male,1,0,0,0,0.136,14,3,0
Auto-Rickshaw,36,6,Male,1,1,0,1,0.471,13,34,0
Car/SUV,26,8,Male,0,0,0,0,0.287,4,6,0
Truck/HCV,37,17,Male,1,0,0,0,0.115,22,1,1
E-Rickshaw,46,21,Male,1,1,1,0,0.056,12,25,0
Bus,28,10,Male,1,0,1,0,0.261,4,3,0
Bus,30,12,Male,0,0,0,0,0.4,22,0,0
Car/SUV,25,0,Male,1,0,0,0,0.03,18,3,1
Two-Wheeler,55,25,Male,1,1,0,0,0.436,8,30,0
Two-Wheeler,23,5,Female,1,0,0,0,0.199,11,35,1
Bus,44,23,Female,1,0,0,1,0.22,17,34,0
Tractor,50,20,Female,1,1,0,0,0.24,17,25,1
Two-Wheeler,31,13,Female,1,0,0,0,0.451,4,28,0
Car/SUV,27,9,Female,1,0,0,1,0.411,25,28,0
Tempo,33,9,Male,1,1,0,1,0.274,19,4,1
Tempo,26,8,Male,0,1,0,1,0.211,18,7,1
Tempo,26,8,Male,0,1,0,0,0.206,23,20,0
Two-Wheeler,55,1,Male,0,1,0,1,0.207,0,24,0
Bus,55,30,Male,1,0,0,0,0.077,11,33,3
Tempo,44,3,Male,1,0,0,0,0.322,4,24,2
Tractor,44,19,Male,1,1,0,0,0.337,17,6,0
Bus,40,18,Female,1,1,0,0,0.205,9,14,0
Two-Wheeler,63,24,Male,1,1,0,1,0.493,5,26,0
Two-Wheeler,40,4,Male,1,1,0,1,0.65,17,16,2
Truck/HCV,55,16,Male,1,0,1,0,0.121,10,18,1
Auto-Rickshaw,42,24,Male,1,1,0,0,0.54,24,6,0
Auto-Rickshaw,35,7,Female,0,1,0,0,0.14,18,28,0
Bus,37,19,Female,0,1,0,0,0.135,24,4,1
Car/SUV,59,30,Female,0,1,0,0,0.23,8,35,1
Truck/HCV,61,27,Male,0,1,0,0,0.177,25,10,1
Car/SUV,34,16,Male,1,1,0,0,0.264,8,32,0
Bus,54,29,Male,1,0,0,0,0.179,11,20,0
Truck/HCV,64,22,Male,0,0,0,0,0.366,4,11,0
Tractor,37,7,Male,1,0,0,0,0.085,3,5,1
Tempo,36,18,Male,1,0,0,0,0.408,23,3,0
Tractor,28,2,Female,1,0,0,0,0.054,13,8,0
Bus,53,14,Female,0,0,0,0,0.276,3,21,0
Bus,59,28,Male,1,0,0,1,0.385,12,35,0
Auto-Rickshaw,49,26,Female,1,0,0,0,0.275,23,27,0
Car/SUV,22,4,Male,1,0,0,1,0.144,10,28,0
Bus,20,2,Female,1,1,0,1,0.375,11,22,0
Truck/HCV,24,6,Male,1,0,0,1,0.137,11,31,0
Tempo,26,8,Female,1,0,0,0,0.104,3,11,2
Bus,27,9,Male,1,0,1,0,0.197,25,26,0
E-Rickshaw,39,21,Male,0,0,0,1,0.693,14,21,0
Truck/HCV,63,29,Male,1,1,0,0,0.222,25,23,1
E-Rickshaw,34,7,Male,1,0,0,0,0.309,13,17,0
E-Rickshaw,55,27,Male,1,1,0,1,0.127,23,26,0
Tractor,50,20,Male,1,1,0,1,0.184,13,33,3
Two-Wheeler,51,3,Male,1,1,0,0,0.278,23,32,0
Tempo,18,0,Male,1,0,0,0,0.275,18,29,0
Bus,30,12,Male,0,0,0,1,0.288,2,5,0
Two-Wheeler,46,16,Male,1,0,0,1,0.333,9,8,0
Auto-Rickshaw,27,9,Male,1,0,0,0,0.352,7,36,0
Bus,41,19,Male,0,1,0,1,0.563,24,16,0
Bus,58,29,Male,1,1,0,0,0.46,21,23,0
Truck/HCV,55,7,Female,0,1,0,0,0.334,2,5,0
E-Rickshaw,36,0,Female,0,0,0,0,0.545,12,20,0
Tempo,43,11,Male,1,1,0,0,0.715,1,19,0
Car/SUV,26,2,Male,1,0,0,1,0.146,11,29,0
Truck/HCV,26,8,Male,1,1,0,0,0.221,18,11,1
E-Rickshaw,22,4,Male,1,1,0,0,0.354,14,26,2
E-Rickshaw,22,4,Male,0,1,0,0,0.216,23,15,0
Two-Wheeler,42,24,Male,1,0,1,0,0.515,22,16,2
E-Rickshaw,24,6,Male,1,0,1,1,0.022,23,26,0
Tempo,57,3,Male,1,0,0,1,0.229,23,10,0
Two-Wheeler,32,7,Male,1,0,0,1,0.109,8,36,1
Tempo,45,17,Male,1,0,0,1,0.504,6,2,0
Truck/HCV,25,7,Male,1,1,0,0,0.064,13,23,1
Car/SUV,58,22,Female,1,1,0,0,0.088,0,0,1
Auto-Rickshaw,32,1,Female,0,1,0,0,0.36,19,35,0
Truck/HCV,64,13,Male,0,1,0,0,0.58,21,23,1
Tempo,49,31,Female,1,1,0,0,0.198,25,4,0
Tempo,63,13,Male,0,1,0,1,0.302,20,30,1
Truck/HCV,20,2,Male,1,0,0,0,0.099,12,14,1
Truck/HCV,25,7,Female,0,1,0,0,0.502,2,19,1
Two-Wheeler,19,1,Male,0,0,0,0,0.249,6,33,1
Auto-Rickshaw,39,21,Male,1,0,0,1,0.298,20,0,1
Bus,31,13,Male,0,1,0,0,0.204,9,20,1
E-Rickshaw,42,2,Male,0,0,1,0,0.209,15,7,0
Auto-Rickshaw,24,6,Male,1,1,1,0,0.303,8,5,3
Truck/HCV,49,31,Male,1,1,0,0,0.166,19,27,1
