state,year,month,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,fog_hours,road_waterlogging,pothole_index,accidents_that_day
Bihar,2024,9,7.56,30.3,38.6,24.1,0.0,0,0.268,38
Uttar Pradesh,2020,1,1.45,16.8,46.3,26.1,1.1,0,0.248,10
Bihar,2024,1,21.43,36.9,26.1,22.6,5.0,0,0.54,13
Gujarat,2023,12,12.62,26.7,78.7,17.3,1.4,0,0.277,12
Haryana,2019,6,1.43,19.5,73.1,19.1,0.0,0,0.133,14
Maharashtra,2024,5,0.02,16.2,54.8,27.7,0.0,0,0.104,32
Telangana,2020,10,0.02,9.2,63.7,10.0,0.0,0,0.412,29
Assam,2023,11,11.01,23.1,65.0,6.8,1.3,0,0.328,8
Rajasthan,2023,1,2.37,39.7,63.0,4.3,1.0,0,0.238,32
Punjab,2021,12,0.49,32.8,42.6,30.8,2.7,0,0.141,7
Odisha,2022,2,6.67,14.7,54.5,8.5,0.3,0,0.314,24
West Bengal,2023,9,0.32,22.5,25.2,17.0,0.0,0,0.548,23
Karnataka,2024,3,2.87,20.0,27.2,12.6,0.0,0,0.341,40
Uttar Pradesh,2023,10,3.77,8.4,26.3,14.7,0.0,0,0.125,32
Gujarat,2024,3,0.74,26.6,38.8,14.5,0.0,0,0.276,26
Tamil Nadu,2021,10,2.31,39.6,46.2,31.5,0.0,0,0.439,24
Maharashtra,2019,8,0.05,8.8,63.8,45.2,0.0,0,0.033,17
Gujarat,2022,5,14.86,8.8,27.5,5.2,0.0,0,0.59,37
Punjab,2020,9,7.57,45.4,41.3,44.8,0.0,0,0.203,12
Bihar,2019,2,16.58,28.6,51.7,3.1,0.1,0,0.288,2
Kerala,2020,4,4.69,17.1,21.4,33.2,0.0,0,0.575,16
Telangana,2024,11,13.44,39.3,84.7,17.1,0.1,0,0.454,34
Maharashtra,2019,8,7.62,41.6,55.1,18.5,0.0,0,0.571,0
Punjab,2023,8,11.8,17.0,96.0,17.9,0.0,0,0.148,32
Rajasthan,2023,3,8.44,36.0,69.9,11.1,0.0,0,0.231,21
Maharashtra,2024,2,1.19,28.6,81.2,13.9,1.9,0,0.031,23
Rajasthan,2022,8,6.58,29.9,37.9,7.6,0.0,0,0.204,31
Maharashtra,2019,9,26.96,43.6,39.5,3.2,0.0,1,0.254,19
Odisha,2021,2,1.7,14.2,83.8,37.9,0.3,0,0.05,41
Bihar,2022,6,5.73,18.3,41.0,25.4,0.0,0,0.322,24
Karnataka,2020,9,12.45,29.9,28.7,0.1,0.0,0,0.249,10
Punjab,2021,12,3.68,18.6,38.2,8.3,1.3,0,0.172,5
Madhya Pradesh,2022,7,23.37,38.2,32.0,4.5,0.0,0,0.435,38
Odisha,2022,9,14.22,36.4,80.7,4.2,0.0,0,0.253,28
Haryana,2019,2,14.47,24.7,61.2,24.3,0.8,0,0.167,19
Gujarat,2020,12,10.26,23.0,59.5,8.7,0.0,0,0.595,30
West Bengal,2019,9,3.56,30.7,80.4,7.7,0.0,0,0.387,14
Madhya Pradesh,2022,10,1.65,21.5,69.6,35.0,0.0,0,0.169,30
Kerala,2024,10,16.46,44.5,82.7,16.5,0.0,0,0.242,30
Assam,2023,6,0.97,29.7,59.8,15.1,0.0,0,0.469,38
Karnataka,2021,6,1.45,37.5,33.2,11.4,0.0,0,0.73,4
Punjab,2020,4,5.99,31.6,48.0,41.2,0.0,0,0.186,13
Gujarat,2023,1,4.2,23.5,62.7,16.0,0.8,0,0.624,35
Kerala,2022,3,4.0,35.0,97.6,21.7,0.0,0,0.635,2
Telangana,2024,9,5.71,37.6,55.9,13.0,0.0,0,0.248,34
Punjab,2019,7,14.76,38.2,91.9,29.6,0.0,0,0.3,18
Uttar Pradesh,2021,11,13.53,35.8,24.8,16.9,0.3,0,0.493,42
Kerala,2019,12,0.88,9.3,36.7,23.5,1.2,0,0.546,32
Rajasthan,2023,4,10.5,31.0,58.8,32.8,0.0,0,0.161,31
West Bengal,2023,1,0.05,38.7,87.5,4.7,0.7,0,0.536,10
Maharashtra,2024,11,2.53,12.5,21.4,21.3,1.7,0,0.193,30
Haryana,2024,2,20.82,32.8,44.8,41.4,1.7,0,0.405,28
Karnataka,2022,2,7.58,35.6,83.7,6.2,2.0,0,0.297,0
Punjab,2023,10,3.78,30.5,78.7,18.1,0.0,0,0.495,13
Tamil Nadu,2024,3,5.87,43.3,44.5,26.6,0.0,0,0.073,23
Odisha,2021,5,2.32,8.9,25.7,23.0,0.0,0,0.716,32
Tamil Nadu,2021,7,4.97,45.7,88.5,9.5,0.0,0,0.736,23
Rajasthan,2024,6,0.45,33.4,96.7,1.7,0.0,0,0.302,34
Punjab,2020,11,10.25,28.4,60.0,15.0,0.2,0,0.299,6
Tamil Nadu,2021,3,13.05,10.8,83.7,33.1,0.0,0,0.144,38
Kerala,2022,4,3.48,20.1,43.2,29.7,0.0,0,0.284,5
Karnataka,2021,4,14.33,33.9,89.5,19.8,0.0,0,0.125,6
Karnataka,2023,5,11.7,34.3,26.0,15.6,0.0,0,0.213,34
Gujarat,2022,11,3.27,10.1,84.7,8.3,0.6,0,0.506,35
Haryana,2020,5,6.57,37.2,56.3,19.7,0.0,0,0.217,13
Odisha,2019,9,5.75,42.8,32.4,10.1,0.0,0,0.293,43
Telangana,2020,8,2.03,12.3,86.6,40.4,0.0,0,0.472,45
Odisha,2020,1,4.13,19.0,64.5,30.4,0.1,0,0.6,2
Telangana,2024,7,1.23,14.9,40.5,33.8,0.0,0,0.332,2
West Bengal,2020,8,0.68,21.1,84.6,4.1,0.0,0,0.144,29
Karnataka,2020,12,4.67,27.1,89.1,19.0,0.6,0,0.393,8
Bihar,2019,3,3.25,26.4,23.6,25.8,0.0,0,0.134,34
Madhya Pradesh,2022,8,0.51,28.4,46.9,14.9,0.0,0,0.281,23
Punjab,2020,1,10.81,26.3,89.1,21.3,2.4,0,0.443,36
West Bengal,2023,10,22.72,13.2,27.6,7.7,0.0,0,0.463,3
West Bengal,2019,2,6.3,17.4,23.6,18.5,3.1,0,0.317,30
Kerala,2024,11,1.45,14.5,95.2,28.1,0.5,0,0.049,45
Uttar Pradesh,2021,9,7.03,21.1,95.9,18.5,0.0,0,0.34,40
Telangana,2023,3,1.27,22.9,75.2,23.3,0.0,0,0.271,18
Gujarat,2022,7,12.85,18.2,28.6,9.8,0.0,0,0.457,24
West Bengal,2020,9,13.58,22.0,50.0,23.9,0.0,0,0.497,8
Rajasthan,2023,9,6.68,17.7,73.8,27.5,0.0,0,0.184,30
Kerala,2022,10,1.38,26.6,75.5,47.9,0.0,0,0.091,6
Rajasthan,2021,12,15.44,40.8,77.9,2.4,1.3,0,0.11,27
Bihar,2020,7,2.43,9.5,74.4,4.4,0.0,0,0.413,10
Assam,2022,6,1.47,43.6,48.5,9.4,0.0,0,0.474,27
Bihar,2024,1,15.45,38.6,46.1,11.4,1.9,0,0.421,18
Kerala,2019,5,0.91,33.3,93.3,28.0,0.0,0,0.646,23
Gujarat,2021,2,4.87,45.0,47.0,25.1,1.6,0,0.438,5
Tamil Nadu,2024,9,1.73,8.5,75.8,6.1,0.0,0,0.227,8
Assam,2022,2,4.32,16.3,47.9,27.6,3.3,0,0.192,9
Rajasthan,2023,1,0.46,32.8,31.9,20.5,1.2,0,0.467,34
Kerala,2021,10,12.6,15.0,37.2,6.3,0.0,0,0.286,4
Punjab,2023,12,15.55,13.6,69.3,19.0,2.9,0,0.095,43
Kerala,2022,1,14.63,43.6,32.5,6.3,0.9,0,0.176,30
Gujarat,2024,4,5.56,15.6,42.1,17.9,0.0,0,0.125,25
Maharashtra,2024,5,2.04,27.7,88.4,21.0,0.0,0,0.812,9
Telangana,2021,4,5.96,32.5,30.7,17.1,0.0,0,0.454,0
Maharashtra,2022,11,9.19,40.3,24.3,16.4,2.9,0,0.353,15
Assam,2020,1,4.96,18.7,91.6,0.9,0.9,0,0.113,38
Karnataka,2024,6,3.74,15.7,88.8,4.0,0.0,0,0.456,23
Tamil Nadu,2021,9,10.7,10.7,84.7,23.3,0.0,0,0.207,10
Punjab,2021,5,0.49,18.9,74.4,6.3,0.0,0,0.406,35
Karnataka,2021,10,16.13,29.1,70.2,18.2,0.0,0,0.169,32
Haryana,2022,4,0.34,19.5,41.8,29.3,0.0,0,0.045,1
Madhya Pradesh,2020,12,14.43,24.2,64.5,32.8,0.9,0,0.652,21
Haryana,2019,9,0.18,43.6,46.8,18.6,0.0,0,0.412,31
Tamil Nadu,2021,9,2.82,29.5,65.1,12.5,0.0,0,0.339,43
Odisha,2022,10,6.67,18.4,59.2,10.8,0.0,0,0.144,19
Assam,2023,8,3.75,16.4,64.5,11.7,0.0,0,0.177,10
Assam,2019,11,6.79,23.4,21.0,8.7,6.3,0,0.469,36
Tamil Nadu,2019,8,30.19,23.8,82.9,12.0,0.0,1,0.542,34
Madhya Pradesh,2024,10,2.97,40.2,25.6,41.3,0.0,0,0.283,35
Maharashtra,2021,10,11.67,38.6,37.6,26.3,0.0,0,0.303,14
Tamil Nadu,2020,3,3.31,20.3,77.7,41.8,0.0,0,0.142,39
Punjab,2020,3,0.2,18.0,23.6,17.2,0.0,0,0.136,25
Assam,2019,3,1.64,16.4,74.0,18.8,0.0,0,0.549,17
Kerala,2022,3,12.04,22.6,28.9,27.7,0.0,0,0.153,20
Bihar,2022,2,6.78,45.1,69.4,33.6,5.4,0,0.062,37
Assam,2020,7,1.39,13.3,62.2,22.2,0.0,0,0.261,36
West Bengal,2019,8,2.26,45.2,42.5,7.5,0.0,0,0.36,15
West Bengal,2020,11,0.12,14.3,35.5,39.5,0.3,0,0.191,42
Madhya Pradesh,2022,9,0.26,31.7,67.5,13.5,0.0,0,0.146,38
Tamil Nadu,2020,9,4.17,28.8,32.8,1.3,0.0,0,0.262,13
Tamil Nadu,2021,12,3.99,15.6,62.7,8.9,1.9,0,0.637,20
West Bengal,2020,2,2.83,13.7,64.6,0.4,0.7,0,0.273,7
Maharashtra,2022,5,0.52,10.5,84.9,13.9,0.0,0,0.057,19
Kerala,2023,2,0.91,23.1,50.5,0.4,2.6,0,0.291,21
Assam,2023,5,3.98,20.0,68.2,24.8,0.0,0,0.194,35
Gujarat,2020,5,4.68,41.0,27.8,24.6,0.0,0,0.177,33
Bihar,2021,2,0.4,21.8,42.7,22.7,0.3,0,0.228,5
Gujarat,2024,2,3.87,14.8,41.4,14.8,0.3,0,0.267,26
Karnataka,2023,10,1.5,35.8,57.4,13.9,0.0,0,0.297,7
Karnataka,2024,2,8.04,39.8,25.9,20.2,2.0,0,0.308,44
Kerala,2023,2,30.17,30.3,72.9,27.0,2.1,1,0.416,6
Assam,2024,1,4.88,15.2,97.8,11.4,2.8,0,0.431,40
Madhya Pradesh,2023,5,1.84,21.5,43.0,35.8,0.0,0,0.654,4
Rajasthan,2021,1,0.89,14.2,57.2,0.2,1.2,0,0.18,26
Rajasthan,2019,11,13.28,40.8,34.5,20.6,0.8,0,0.244,37
Punjab,2019,4,28.95,41.8,68.1,25.2,0.0,1,0.535,11
Bihar,2023,8,4.62,21.3,28.4,30.5,0.0,0,0.215,18
Tamil Nadu,2021,4,1.98,22.8,84.6,15.6,0.0,0,0.532,12
Rajasthan,2022,8,9.61,37.9,41.2,29.2,0.0,0,0.501,23
Assam,2021,9,7.09,39.0,91.3,6.3,0.0,0,0.563,38
Kerala,2024,7,5.07,20.4,35.9,12.7,0.0,0,0.181,0
Gujarat,2019,12,24.59,12.7,35.6,2.2,0.1,0,0.427,31
Haryana,2024,11,3.85,26.5,71.4,4.4,1.2,0,0.479,9
Tamil Nadu,2024,11,28.79,22.1,69.0,29.9,1.3,1,0.617,9
Bihar,2024,12,14.02,32.3,47.8,27.2,0.3,0,0.3,42
West Bengal,2021,4,2.15,27.9,82.7,16.2,0.0,0,0.187,13
Gujarat,2022,3,1.48,28.4,96.4,8.4,0.0,0,0.277,23
Gujarat,2023,10,0.79,44.1,58.7,23.7,0.0,0,0.487,3
Kerala,2024,1,1.49,21.9,77.2,6.3,0.9,0,0.383,19
Haryana,2023,8,1.78,42.5,49.5,21.4,0.0,0,0.303,37
Rajasthan,2024,6,2.72,45.6,88.4,16.0,0.0,0,0.233,10
Rajasthan,2022,1,22.44,22.6,97.4,43.1,0.4,0,0.322,35
Tamil Nadu,2024,1,2.56,31.2,87.5,23.0,2.3,0,0.532,32
West Bengal,2022,9,9.58,38.5,41.2,19.6,0.0,0,0.196,2
Punjab,2023,11,16.35,19.5,27.6,11.2,0.0,0,0.323,7
Haryana,2022,5,9.47,11.4,56.6,13.4,0.0,0,0.286,1
Assam,2021,9,1.03,17.2,48.1,19.7,0.0,0,0.068,44
Tamil Nadu,2021,1,11.49,35.6,48.9,1.1,1.0,0,0.281,36
Tamil Nadu,2021,3,16.46,41.9,36.0,7.0,0.0,0,0.405,13
Maharashtra,2023,2,7.98,36.6,31.1,27.1,0.5,0,0.415,37
West Bengal,2022,4,0.02,26.6,82.3,18.2,0.0,0,0.122,45
Madhya Pradesh,2022,10,2.02,31.9,76.6,5.7,0.0,0,0.727,22
Telangana,2023,3,2.59,39.9,86.8,8.6,0.0,0,0.268,35
Assam,2024,3,2.21,18.8,53.3,13.1,0.0,0,0.079,41
Bihar,2019,1,17.05,16.1,43.1,18.5,0.1,0,0.199,41
Karnataka,2022,1,7.55,27.3,89.6,32.0,0.7,0,0.106,43
Rajasthan,2019,5,8.47,35.2,90.4,16.4,0.0,0,0.089,10
Madhya Pradesh,2023,8,2.69,13.9,49.4,3.3,0.0,0,0.504,31
Rajasthan,2024,6,3.62,33.4,49.8,23.1,0.0,0,0.082,5
Assam,2020,7,4.34,26.6,52.7,22.2,0.0,0,0.457,9
Gujarat,2020,3,30.7,9.5,48.2,17.8,0.0,1,0.443,18
Gujarat,2023,4,3.55,30.0,93.6,14.4,0.0,0,0.387,40
Odisha,2022,9,5.06,21.4,48.4,33.4,0.0,0,0.687,34
Uttar Pradesh,2023,4,6.41,38.5,45.0,6.0,0.0,0,0.295,33
Tamil Nadu,2023,12,1.04,30.2,63.6,2.1,0.9,0,0.587,35
Punjab,2019,11,4.53,40.5,66.0,16.6,2.8,0,0.74,1
Punjab,2023,7,11.49,9.1,28.4,21.3,0.0,0,0.184,34
Telangana,2024,11,5.81,35.2,78.3,1.2,2.2,0,0.169,8
Uttar Pradesh,2021,7,19.89,30.2,20.5,32.1,0.0,0,0.177,9
Rajasthan,2024,4,11.64,37.4,31.4,6.4,0.0,0,0.302,33
Tamil Nadu,2023,2,21.72,34.9,22.2,21.1,0.8,0,0.218,11
Tamil Nadu,2023,7,2.23,16.5,87.4,32.5,0.0,0,0.182,25
Kerala,2022,9,2.44,27.1,75.9,39.9,0.0,0,0.206,38
Odisha,2019,6,10.13,14.8,69.4,23.6,0.0,0,0.416,40
Odisha,2020,5,16.11,39.4,80.4,4.9,0.0,0,0.425,30
Tamil Nadu,2022,8,4.36,42.0,86.6,4.3,0.0,0,0.205,25
West Bengal,2020,5,2.61,21.3,36.1,36.9,0.0,0,0.091,37
West Bengal,2019,8,1.28,14.9,30.7,19.3,0.0,0,0.479,28
Kerala,2019,7,17.82,40.3,55.6,7.8,0.0,0,0.197,17
Telangana,2020,11,2.91,42.6,43.8,26.4,2.9,0,0.27,20
Kerala,2020,12,2.16,32.9,63.0,19.0,2.0,0,0.421,9
Kerala,2022,1,6.37,38.8,34.2,19.3,0.1,0,0.53,19
Karnataka,2021,12,12.39,42.5,41.9,8.0,2.3,0,0.508,29
Uttar Pradesh,2022,5,6.1,23.3,55.1,52.0,0.0,0,0.307,19
Punjab,2019,10,1.81,33.0,61.3,0.1,0.0,0,0.351,41
Bihar,2023,10,11.19,42.9,75.9,3.8,0.0,0,0.469,39
Haryana,2021,7,7.81,45.0,50.4,14.3,0.0,0,0.243,27
Madhya Pradesh,2023,8,1.23,20.2,78.7,24.5,0.0,0,0.267,0
Bihar,2021,1,5.31,23.9,48.3,6.7,2.1,0,0.15,22
Bihar,2021,9,3.37,16.8,88.7,24.7,0.0,0,0.204,22
Haryana,2023,5,7.06,38.7,62.7,14.1,0.0,0,0.113,44
Bihar,2020,7,27.85,14.1,64.7,18.0,0.0,1,0.294,2
Haryana,2024,3,8.53,29.8,82.7,31.4,0.0,0,0.182,41
Gujarat,2020,2,3.83,13.8,50.5,16.8,0.7,0,0.255,14
Tamil Nadu,2020,10,20.68,20.9,70.7,10.9,0.0,0,0.466,30
Uttar Pradesh,2020,1,2.57,17.8,59.9,13.2,0.4,0,0.256,32
Odisha,2024,11,1.36,43.3,39.1,19.0,1.3,0,0.084,19
Odisha,2019,10,1.92,29.8,78.2,19.4,0.0,0,0.331,14
Maharashtra,2022,2,2.67,34.1,26.8,21.0,2.2,0,0.56,40
Gujarat,2022,5,0.35,12.9,36.9,24.6,0.0,0,0.069,41
Bihar,2022,1,6.3,12.7,31.4,12.6,0.7,0,0.299,32
West Bengal,2024,12,3.68,9.3,23.2,47.9,0.7,0,0.144,17
Karnataka,2023,8,24.74,8.4,37.7,40.2,0.0,0,0.49,44
West Bengal,2019,10,2.03,25.3,40.5,15.1,0.0,0,0.148,2
Kerala,2022,1,2.93,27.9,56.5,12.5,0.9,0,0.493,43
Bihar,2020,4,2.57,24.0,45.5,17.7,0.0,0,0.371,29
Madhya Pradesh,2024,3,0.24,10.3,55.3,26.9,0.0,0,0.309,6
West Bengal,2020,10,2.68,21.9,32.3,20.1,0.0,0,0.362,45
Telangana,2021,2,1.55,9.4,87.7,25.1,1.2,0,0.09,7
West Bengal,2024,10,7.83,37.7,96.7,15.9,0.0,0,0.105,20
Uttar Pradesh,2024,1,2.05,18.0,67.0,3.6,1.8,0,0.279,41
West Bengal,2024,5,9.14,9.1,94.0,14.2,0.0,0,0.46,5
Assam,2024,2,2.84,43.6,78.1,15.1,3.5,0,0.582,22
Bihar,2024,2,4.77,18.9,96.0,31.1,0.4,0,0.466,34
Uttar Pradesh,2021,6,0.15,8.0,57.6,5.7,0.0,0,0.548,28
Tamil Nadu,2020,4,7.99,14.0,53.9,0.5,0.0,0,0.206,5
Haryana,2020,3,20.2,45.6,81.8,32.8,0.0,0,0.252,28
Odisha,2022,4,20.94,45.8,54.5,45.8,0.0,0,0.343,26
Madhya Pradesh,2023,6,18.95,39.9,30.0,17.6,0.0,0,0.348,22
Punjab,2021,8,9.01,36.3,70.1,3.0,0.0,0,0.297,27
Telangana,2019,7,14.42,31.6,43.4,29.2,0.0,0,0.393,0
Kerala,2022,4,5.39,39.8,65.3,22.1,0.0,0,0.448,5
West Bengal,2022,7,10.48,15.5,34.6,23.6,0.0,0,0.24,2
Odisha,2023,3,2.93,43.5,86.5,21.0,0.0,0,0.228,30
Bihar,2024,10,10.86,16.2,50.5,23.4,0.0,0,0.378,8
Maharashtra,2021,9,20.29,36.2,77.5,41.8,0.0,0,0.369,39
Punjab,2023,8,4.88,28.3,29.4,17.6,0.0,0,0.433,19
Tamil Nadu,2022,10,1.78,14.1,28.3,22.7,0.0,0,0.177,25
Kerala,2020,7,1.55,31.8,23.0,14.4,0.0,0,0.283,27
Maharashtra,2022,6,3.35,43.0,94.8,34.3,0.0,0,0.192,15
Odisha,2023,7,27.75,18.7,42.1,9.0,0.0,1,0.758,8
West Bengal,2020,3,23.77,29.8,26.0,20.4,0.0,0,0.243,0
Gujarat,2020,8,6.64,21.5,79.3,20.9,0.0,0,0.536,15
Assam,2022,3,0.11,24.2,92.0,6.3,0.0,0,0.393,33
Kerala,2024,4,16.37,39.9,55.3,8.6,0.0,0,0.443,42
Tamil Nadu,2022,2,38.22,26.3,30.7,18.2,0.5,1,0.453,16
West Bengal,2023,12,2.44,10.5,74.7,10.5,1.2,0,0.401,19
Karnataka,2021,11,8.3,28.7,97.4,10.0,4.7,0,0.167,26
Karnataka,2020,9,27.72,9.8,58.2,32.5,0.0,1,0.35,8
Tamil Nadu,2022,3,1.62,13.7,70.5,17.4,0.0,0,0.103,22
Rajasthan,2022,1,2.92,40.4,67.4,13.1,1.2,0,0.376,17
Telangana,2022,10,34.12,25.4,52.3,15.2,0.0,1,0.387,28
Telangana,2021,5,1.28,41.2,23.8,26.3,0.0,0,0.633,45
West Bengal,2020,2,53.47,24.1,34.6,2.0,0.1,1,0.462,29
Uttar Pradesh,2019,4,2.69,11.0,29.7,27.4,0.0,0,0.562,24
Uttar Pradesh,2021,9,5.92,23.9,89.4,7.5,0.0,0,0.443,5
Assam,2024,3,2.5,12.2,95.5,6.6,0.0,0,0.191,43
Bihar,2021,3,3.72,34.1,61.9,25.0,0.0,0,0.653,6
Tamil Nadu,2020,11,14.3,21.8,82.9,10.5,1.9,0,0.092,27
Telangana,2022,1,1.31,38.4,82.1,6.4,1.5,0,0.32,26
Uttar Pradesh,2021,11,5.28,39.0,48.1,26.6,1.2,0,0.385,42
Maharashtra,2019,1,8.64,19.2,27.5,10.0,3.8,0,0.227,16
Gujarat,2021,5,6.77,24.9,70.0,19.7,0.0,0,0.114,27
Punjab,2024,7,8.61,42.0,20.4,12.8,0.0,0,0.355,36
Uttar Pradesh,2024,8,28.56,43.6,74.2,12.2,0.0,1,0.345,39
Telangana,2023,2,1.02,40.3,28.6,22.1,2.0,0,0.526,23
Odisha,2024,9,0.88,34.7,22.3,37.0,0.0,0,0.064,23
Kerala,2019,11,2.61,40.2,56.1,27.0,0.3,0,0.315,17
Kerala,2022,6,3.9,11.5,59.1,18.1,0.0,0,0.265,7
Kerala,2023,11,14.92,30.7,61.7,15.6,3.2,0,0.222,24
Tamil Nadu,2024,11,2.09,45.7,73.0,16.6,1.9,0,0.322,4
Haryana,2024,1,2.19,20.0,34.7,9.0,2.2,0,0.391,42
Bihar,2021,5,1.02,33.4,45.0,14.7,0.0,0,0.027,1
Telangana,2023,9,21.94,40.9,73.0,0.2,0.0,0,0.417,7
Madhya Pradesh,2023,4,15.61,15.3,53.9,24.1,0.0,0,0.108,0
Karnataka,2021,4,20.09,13.0,24.8,15.7,0.0,0,0.407,21
Assam,2022,7,2.22,42.3,37.1,7.9,0.0,0,0.482,38
Tamil Nadu,2020,10,13.85,11.9,24.4,15.8,0.0,0,0.441,29
Punjab,2020,1,3.21,30.1,52.2,2.7,0.8,0,0.457,37
Uttar Pradesh,2021,7,20.23,44.7,76.6,1.0,0.0,0,0.755,23
Haryana,2021,3,2.85,28.0,93.8,21.9,0.0,0,0.435,3
Odisha,2021,9,8.44,8.3,66.7,27.2,0.0,0,0.462,25
Haryana,2021,8,10.23,45.3,34.6,21.4,0.0,0,0.513,20
Bihar,2020,11,13.67,25.3,42.2,16.0,1.6,0,0.138,42
Uttar Pradesh,2019,1,10.26,40.3,21.7,14.0,1.5,0,0.615,2
West Bengal,2022,9,20.96,14.9,92.8,5.7,0.0,0,0.444,41
West Bengal,2022,3,0.52,31.0,74.4,1.7,0.0,0,0.302,30
Tamil Nadu,2022,12,23.86,29.4,33.1,0.4,0.4,0,0.546,38
Telangana,2021,7,7.37,20.1,36.3,5.4,0.0,0,0.26,36
Gujarat,2020,4,3.51,43.4,48.2,21.4,0.0,0,0.265,24
Madhya Pradesh,2020,12,0.16,21.7,49.5,14.4,0.2,0,0.424,35
Odisha,2022,10,22.94,39.0,20.8,26.6,0.0,0,0.633,11
Bihar,2022,12,4.76,12.9,97.2,36.1,0.8,0,0.294,17
Maharashtra,2022,6,11.98,25.3,39.1,34.1,0.0,0,0.45,24
Rajasthan,2022,4,12.59,10.5,48.8,33.3,0.0,0,0.496,1
Tamil Nadu,2021,5,8.4,35.2,46.0,1.6,0.0,0,0.353,0
Tamil Nadu,2022,5,5.86,32.4,74.8,39.0,0.0,0,0.442,34
West Bengal,2021,3,32.46,16.8,51.9,18.3,0.0,1,0.592,1
Gujarat,2020,5,2.88,25.0,96.7,23.6,0.0,0,0.21,21
Karnataka,2019,9,8.07,34.2,80.8,11.6,0.0,0,0.162,10
Haryana,2019,6,16.07,10.5,84.2,23.4,0.0,0,0.346,13
Gujarat,2023,10,1.54,43.1,36.8,9.3,0.0,0,0.344,30
Haryana,2019,10,2.96,20.8,86.0,17.1,0.0,0,0.115,30
Bihar,2024,9,14.64,36.1,40.5,27.1,0.0,0,0.153,6
Odisha,2023,10,9.0,38.9,91.4,6.4,0.0,0,0.232,36
Gujarat,2021,8,27.86,26.6,38.2,37.7,0.0,1,0.36,7
Odisha,2022,7,8.87,32.2,34.9,5.3,0.0,0,0.564,11
Assam,2024,7,29.55,34.2,44.1,26.8,0.0,1,0.365,20
Assam,2023,10,0.48,37.1,90.0,22.1,0.0,0,0.668,8
Telangana,2019,8,0.81,27.2,45.2,1.9,0.0,0,0.048,24
Odisha,2023,12,1.0,11.9,58.6,11.2,0.6,0,0.422,45
Kerala,2023,12,6.13,11.3,88.4,27.3,1.9,0,0.146,26
Telangana,2019,10,15.75,26.0,46.1,6.3,0.0,0,0.163,22
Odisha,2019,3,3.51,20.1,96.3,28.1,0.0,0,0.204,19
Bihar,2019,8,5.33,10.1,84.6,21.8,0.0,0,0.277,1
West Bengal,2019,10,18.4,33.5,94.0,23.0,0.0,0,0.194,19
Uttar Pradesh,2023,3,13.23,37.9,92.0,19.9,0.0,0,0.154,14
Punjab,2020,5,13.34,13.1,49.4,13.9,0.0,0,0.314,26
West Bengal,2023,1,8.19,41.1,49.2,10.7,0.3,0,0.535,35
West Bengal,2022,10,11.95,16.3,60.5,15.1,0.0,0,0.672,31
Uttar Pradesh,2019,12,1.39,23.8,26.4,2.5,2.9,0,0.339,43
Gujarat,2023,10,1.29,44.4,61.1,26.1,0.0,0,0.057,31
Maharashtra,2023,9,1.8,19.6,83.2,12.3,0.0,0,0.355,15
Madhya Pradesh,2019,10,5.22,17.1,69.6,26.6,0.0,0,0.312,0
Haryana,2023,9,3.48,16.6,54.6,47.1,0.0,0,0.276,11
Madhya Pradesh,2023,11,33.72,24.7,88.2,44.3,1.0,1,0.411,24
Kerala,2024,8,7.77,43.7,54.4,24.2,0.0,0,0.37,29
Rajasthan,2022,4,5.44,31.2,28.1,36.1,0.0,0,0.4,28
Telangana,2024,3,4.19,34.1,88.4,9.2,0.0,0,0.202,5
Assam,2021,1,0.63,19.4,25.2,40.7,1.5,0,0.363,41
Karnataka,2022,10,4.04,12.6,35.9,23.6,0.0,0,0.509,24
Bihar,2023,8,30.35,44.6,43.3,4.7,0.0,1,0.327,15
West Bengal,2019,8,24.09,29.3,72.5,13.0,0.0,0,0.589,18
Gujarat,2022,5,12.65,22.1,26.4,22.3,0.0,0,0.384,30
West Bengal,2023,2,5.79,13.2,81.7,15.0,1.1,0,0.44,38
Punjab,2020,7,1.25,23.6,94.4,28.5,0.0,0,0.377,11
Maharashtra,2020,6,0.21,36.6,82.0,15.0,0.0,0,0.19,13
Tamil Nadu,2024,3,13.63,16.5,20.3,7.8,0.0,0,0.5,40
Punjab,2019,7,2.59,11.8,88.6,9.5,0.0,0,0.086,11
Maharashtra,2019,8,10.08,26.0,56.7,10.1,0.0,0,0.478,11
Punjab,2022,2,0.37,18.2,57.1,12.2,0.2,0,0.598,28
Madhya Pradesh,2022,5,3.41,20.8,89.6,28.5,0.0,0,0.63,11
Bihar,2023,4,2.68,24.0,58.5,33.9,0.0,0,0.608,38
Rajasthan,2019,9,16.25,32.2,24.8,17.9,0.0,0,0.269,4
Assam,2022,7,3.63,11.7,33.2,14.9,0.0,0,0.134,45
Bihar,2021,4,7.92,25.4,34.3,23.7,0.0,0,0.329,39
Kerala,2020,6,3.46,31.5,78.8,24.2,0.0,0,0.315,40
Telangana,2021,7,8.55,33.5,45.9,4.1,0.0,0,0.504,26
West Bengal,2023,7,8.14,32.0,75.1,21.2,0.0,0,0.195,33
Madhya Pradesh,2019,10,0.19,28.7,65.0,15.4,0.0,0,0.243,36
