city,road_type,primary_cause,severity,year,month,hour,vehicles_involved,injuries,fatalities,speed_kmh,visibility_m,road_lighting,road_divider,ambulance_response_min
Raipur,Urban Arterial,Pothole,Minor Injury,2022,5,13,3,6,0,34.5,652,Functional,Present,40.3
Raipur,Expressway,Rain/Wet Road,Grievous Injury,2021,7,16,2,6,0,10.0,557,Absent,Absent,15.1
Nagpur,Village Road,Pedestrian Jaywalking,Minor Injury,2020,12,9,4,2,0,59.3,892,Functional,Absent,23.0
Mumbai,National Highway,Mobile Phone Use,Property Damage Only,2019,6,10,3,0,0,31.3,329,Functional,Absent,20.4
Patna,Coastal Road,Mobile Phone Use,Property Damage Only,2020,2,11,1,1,0,62.7,690,Functional,Present,28.1
Meerut,Industrial Zone,Mobile Phone Use,Minor Injury,2022,5,11,2,2,0,68.8,784,Non-Functional,Absent,15.6
Visakhapatnam,Expressway,Brake Failure,Grievous Injury,2019,6,2,3,5,0,71.0,791,Functional,Present,24.1
Surat,Industrial Zone,Mobile Phone Use,Minor Injury,2019,3,20,4,6,0,72.2,521,Absent,Absent,15.5
Delhi,Hill Road,Drunk Driving,Minor Injury,2021,6,10,4,3,0,57.1,227,Functional,Absent,10.1
Jodhpur,Industrial Zone,Drunk Driving,Property Damage Only,2022,1,17,4,3,0,35.7,47,Non-Functional,Absent,23.8
Hyderabad,Expressway,Animal on Road,Grievous Injury,2019,9,13,3,5,0,84.5,456,Functional,Present,18.9
Pune,Coastal Road,Drunk Driving,Minor Injury,2024,4,13,4,4,0,82.8,285,Functional,Absent,21.4
Raipur,Village Road,Driver Fatigue,Property Damage Only,2022,1,19,2,5,0,67.6,478,Absent,Absent,14.8
Jodhpur,Village Road,Overloaded Vehicle,Minor Injury,2023,7,1,2,6,0,55.6,885,Non-Functional,Absent,25.4
Kolkata,National Highway,Over-speeding,Fatal,2024,12,9,2,2,1,46.1,927,Functional,Absent,12.4
Amritsar,City Ring Road,Poor Road Condition,Minor Injury,2022,1,9,2,3,0,65.8,658,Non-Functional,Absent,22.9
Jaipur,Industrial Zone,Pothole,Grievous Injury,2020,7,9,4,0,0,42.8,824,Non-Functional,Present,14.8
Raipur,Urban Arterial,Rain/Wet Road,Minor Injury,2024,3,10,4,1,0,93.4,418,Non-Functional,Absent,13.2
Bhopal,Expressway,Driver Fatigue,Minor Injury,2021,3,14,2,6,0,45.7,589,Absent,Absent,15.5
Delhi,City Ring Road,Pedestrian Jaywalking,Property Damage Only,2021,12,14,4,6,0,73.3,889,Functional,Present,17.5
Bhopal,National Highway,Rain/Wet Road,Minor Injury,2021,8,9,4,4,0,58.3,172,Non-Functional,Present,4.0
Jaipur,City Ring Road,Poor Road Condition,Property Damage Only,2018,9,18,3,4,0,17.1,151,Non-Functional,Present,14.2
Indore,Village Road,Overloaded Vehicle,Minor Injury,2019,7,3,1,6,0,59.5,239,Non-Functional,Present,15.0
Patna,Village Road,Tyre Burst,Fatal,2022,9,6,2,2,2,49.1,778,Non-Functional,Present,12.0
Surat,Urban Arterial,Pedestrian Jaywalking,Minor Injury,2022,4,15,1,4,0,52.5,600,Functional,Present,5.3
Bhopal,Expressway,Wrong-Side Driving,Fatal,2019,1,20,3,4,1,50.1,577,Absent,Present,16.0
Ahmedabad,State Highway,Fog/Low Visibility,Minor Injury,2024,6,18,1,6,0,56.7,576,Absent,Present,20.5
Bhopal,Urban Arterial,Pothole,Minor Injury,2020,6,2,3,6,0,67.7,501,Functional,Absent,21.7
Mysuru,Hill Road,Animal on Road,Property Damage Only,2018,2,8,3,2,0,54.5,827,Functional,Absent,14.6
Nagpur,Hill Road,Tyre Burst,Grievous Injury,2024,7,22,4,3,0,57.7,340,Non-Functional,Present,12.2
Indore,National Highway,Fog/Low Visibility,Property Damage Only,2024,9,16,3,4,0,63.6,853,Non-Functional,Absent,10.1
Amritsar,Coastal Road,Wrong-Side Driving,Grievous Injury,2019,6,3,1,5,0,66.4,642,Absent,Absent,20.0
Agra,Urban Arterial,Animal on Road,Property Damage Only,2019,2,2,2,4,0,47.5,690,Non-Functional,Present,28.4
Bengaluru,City Ring Road,Driver Fatigue,Property Damage Only,2021,9,9,1,0,0,79.6,775,Functional,Absent,18.7
Mysuru,Coastal Road,Pothole,Grievous Injury,2019,11,0,4,5,0,57.9,259,Non-Functional,Present,13.4
Kolkata,Urban Arterial,Signal Jumping,Minor Injury,2024,4,19,1,2,0,19.6,188,Non-Functional,Present,21.1
Guwahati,Urban Arterial,Brake Failure,Grievous Injury,2024,8,14,2,0,0,50.5,214,Non-Functional,Absent,4.0
Coimbatore,National Highway,Mobile Phone Use,Fatal,2023,7,18,1,0,2,59.4,177,Functional,Absent,29.4
Allahabad,City Ring Road,Driver Fatigue,Minor Injury,2023,12,6,3,1,0,73.6,382,Functional,Absent,18.4
Delhi,Village Road,Poor Road Condition,Minor Injury,2024,11,13,4,3,0,61.6,950,Functional,Present,17.1
Kolkata,Urban Arterial,Animal on Road,Minor Injury,2024,8,12,1,6,0,82.6,94,Functional,Absent,22.9
Varanasi,Coastal Road,Drunk Driving,Grievous Injury,2019,10,17,3,6,0,20.6,818,Functional,Present,34.0
Delhi,City Ring Road,Drunk Driving,Minor Injury,2024,4,9,2,4,0,46.3,578,Functional,Absent,18.4
Delhi,Hill Road,Pothole,Minor Injury,2024,1,1,4,5,0,86.1,471,Non-Functional,Present,24.0
Nashik,State Highway,Signal Jumping,Minor Injury,2021,7,9,1,4,0,77.8,440,Functional,Absent,22.8
Amritsar,Urban Arterial,Wrong-Side Driving,Minor Injury,2019,1,12,4,2,0,85.2,923,Non-Functional,Absent,14.8
Hyderabad,Hill Road,Fog/Low Visibility,Grievous Injury,2022,5,9,4,0,0,88.4,122,Absent,Present,15.3
Amritsar,Expressway,Poor Road Condition,Property Damage Only,2023,7,3,4,5,0,49.9,994,Non-Functional,Present,9.5
Kochi,Village Road,Brake Failure,Property Damage Only,2019,6,11,4,6,0,61.7,755,Non-Functional,Absent,4.0
Ahmedabad,Industrial Zone,Animal on Road,Minor Injury,2022,12,23,4,1,0,86.8,493,Functional,Present,21.8
Pune,National Highway,Pothole,Fatal,2021,1,12,4,1,0,46.0,202,Functional,Absent,19.6
Ghaziabad,Urban Arterial,Mobile Phone Use,Minor Injury,2020,9,16,4,6,0,27.9,175,Functional,Present,17.1
Ghaziabad,City Ring Road,Poor Road Condition,Minor Injury,2022,8,3,2,2,0,98.0,55,Absent,Absent,13.0
Guwahati,Coastal Road,Poor Road Condition,Property Damage Only,2022,3,22,3,4,0,11.8,740,Absent,Absent,20.3
Amritsar,Industrial Zone,Signal Jumping,Property Damage Only,2024,10,7,4,6,0,69.9,603,Non-Functional,Absent,15.9
Ranchi,Village Road,Brake Failure,Property Damage Only,2023,3,16,3,2,0,80.6,687,Functional,Absent,27.6
Faridabad,City Ring Road,Wrong-Side Driving,Fatal,2023,4,11,1,4,2,65.6,708,Functional,Present,30.5
Allahabad,National Highway,Overloaded Vehicle,Property Damage Only,2020,3,15,3,5,0,62.9,933,Functional,Absent,19.1
Varanasi,State Highway,Brake Failure,Grievous Injury,2022,12,20,2,4,0,25.0,108,Absent,Absent,15.2
Coimbatore,Village Road,Pedestrian Jaywalking,Minor Injury,2018,4,19,3,2,0,57.6,389,Non-Functional,Present,4.0
Kanpur,Hill Road,Pothole,Minor Injury,2020,2,3,4,4,0,76.3,275,Non-Functional,Absent,14.5
Visakhapatnam,State Highway,Pothole,Fatal,2018,2,8,3,1,1,64.7,903,Non-Functional,Absent,22.2
Mumbai,Hill Road,Tyre Burst,Property Damage Only,2024,1,3,4,4,0,72.1,488,Functional,Absent,13.6
Kochi,Industrial Zone,Driver Fatigue,Fatal,2023,10,7,3,5,2,91.1,76,Functional,Present,9.7
Patna,State Highway,Signal Jumping,Grievous Injury,2019,11,14,2,0,0,39.1,144,Functional,Absent,26.4
Chandigarh,Urban Arterial,Brake Failure,Fatal,2022,1,6,4,0,1,15.4,321,Absent,Absent,18.9
Raipur,State Highway,Brake Failure,Fatal,2022,1,3,1,0,1,73.4,354,Non-Functional,Absent,16.4
Allahabad,City Ring Road,Driver Fatigue,Minor Injury,2019,11,21,3,3,0,53.9,809,Non-Functional,Present,22.4
Chennai,Hill Road,Over-speeding,Grievous Injury,2023,12,17,4,5,0,81.0,657,Functional,Absent,26.7
Raipur,Village Road,Signal Jumping,Grievous Injury,2022,3,19,4,6,0,40.0,218,Functional,Present,13.3
Kolkata,Coastal Road,Signal Jumping,Fatal,2024,5,22,3,5,0,45.6,35,Functional,Present,18.2
Kanpur,Urban Arterial,Pedestrian Jaywalking,Minor Injury,2018,5,17,1,1,0,47.1,878,Functional,Absent,22.1
Kochi,National Highway,Animal on Road,Grievous Injury,2019,8,22,1,5,0,63.3,517,Absent,Absent,9.9
Ahmedabad,Village Road,Mobile Phone Use,Grievous Injury,2024,9,15,2,3,0,67.4,878,Non-Functional,Present,17.2
Meerut,Expressway,Animal on Road,Minor Injury,2020,4,23,3,0,0,94.3,497,Functional,Absent,4.0
Raipur,City Ring Road,Wrong-Side Driving,Minor Injury,2019,7,17,4,5,0,52.1,724,Non-Functional,Present,9.8
Agra,Expressway,Fog/Low Visibility,Minor Injury,2021,10,13,1,1,0,64.4,547,Absent,Absent,23.2
Chennai,Industrial Zone,Pedestrian Jaywalking,Property Damage Only,2023,9,4,1,1,0,57.2,779,Functional,Absent,10.4
Rajkot,Urban Arterial,Pedestrian Jaywalking,Minor Injury,2023,5,9,2,2,0,10.0,693,Non-Functional,Present,15.3
Jodhpur,National Highway,Animal on Road,Minor Injury,2020,11,15,4,2,0,81.8,873,Functional,Present,26.8
Guwahati,Village Road,Pothole,Grievous Injury,2023,11,3,2,3,0,64.9,602,Non-Functional,Absent,11.1
Agra,National Highway,Poor Road Condition,Minor Injury,2021,1,9,2,4,0,57.7,477,Functional,Present,11.3
Chandigarh,Coastal Road,Over-speeding,Minor Injury,2019,2,20,1,5,0,81.6,513,Functional,Absent,9.4
Chandigarh,National Highway,Fog/Low Visibility,Grievous Injury,2022,10,7,1,0,0,53.5,917,Functional,Absent,11.4
Mumbai,Village Road,Tyre Burst,Grievous Injury,2021,9,23,2,2,0,67.6,980,Non-Functional,Present,29.2
Chennai,State Highway,Pothole,Minor Injury,2019,4,22,4,5,0,55.6,959,Non-Functional,Absent,25.5
Chandigarh,Expressway,Poor Road Condition,Minor Injury,2019,5,5,4,4,0,59.6,324,Functional,Absent,21.6
Pune,Coastal Road,Drunk Driving,Grievous Injury,2020,2,12,3,4,0,62.9,138,Non-Functional,Present,13.2
Chennai,Village Road,Pothole,Minor Injury,2019,9,3,4,1,0,44.2,734,Functional,Present,23.5
Raipur,Village Road,Fog/Low Visibility,Property Damage Only,2019,9,10,4,5,0,66.6,131,Functional,Absent,30.2
Visakhapatnam,State Highway,Brake Failure,Minor Injury,2020,1,16,3,4,0,89.7,212,Non-Functional,Absent,19.8
Agra,Urban Arterial,Overloaded Vehicle,Fatal,2023,8,17,3,1,0,76.3,948,Absent,Absent,18.1
Chennai,Hill Road,Rain/Wet Road,Grievous Injury,2019,3,4,3,5,0,63.1,222,Functional,Present,20.4
Agra,Coastal Road,Tyre Burst,Property Damage Only,2020,2,11,2,4,0,73.4,22,Non-Functional,Absent,24.7
Nagpur,Expressway,Over-speeding,Minor Injury,2024,5,16,1,3,0,61.0,449,Functional,Present,10.0
Allahabad,Village Road,Pothole,Grievous Injury,2021,2,17,1,0,0,69.2,351,Absent,Present,21.1
Hyderabad,Urban Arterial,Mobile Phone Use,Grievous Injury,2021,7,10,1,5,0,35.2,299,Functional,Absent,31.7
Kochi,City Ring Road,Drunk Driving,Property Damage Only,2023,7,16,2,0,0,64.2,284,Absent,Present,12.1
Guwahati,State Highway,Signal Jumping,Fatal,2023,11,18,3,6,2,87.7,617,Functional,Absent,27.7
Ranchi,Urban Arterial,Pothole,Grievous Injury,2019,12,1,1,3,0,38.1,607,Absent,Present,17.1
Allahabad,Coastal Road,Animal on Road,Property Damage Only,2020,9,6,2,4,0,55.1,100,Absent,Present,22.9
Guwahati,Urban Arterial,Pothole,Minor Injury,2021,4,9,1,0,0,60.9,449,Functional,Absent,31.7
Rajkot,National Highway,Pothole,Property Damage Only,2024,12,22,1,2,0,47.6,781,Non-Functional,Absent,14.7
Guwahati,National Highway,Brake Failure,Grievous Injury,2024,4,18,2,5,0,49.6,806,Non-Functional,Present,34.8
Bengaluru,Coastal Road,Over-speeding,Minor Injury,2019,6,0,1,1,0,63.2,92,Functional,Absent,8.8
Nashik,Coastal Road,Drunk Driving,Grievous Injury,2024,5,23,3,1,0,24.4,481,Functional,Present,9.3
Meerut,State Highway,Poor Road Condition,Minor Injury,2023,10,4,2,2,0,40.0,168,Functional,Present,11.4
Agra,Urban Arterial,Tyre Burst,Minor Injury,2020,5,9,1,5,0,27.7,539,Absent,Absent,12.1
Hyderabad,Urban Arterial,Mobile Phone Use,Minor Injury,2018,12,12,2,1,0,36.0,434,Absent,Absent,4.0
Delhi,Industrial Zone,Tyre Burst,Property Damage Only,2024,11,1,2,5,0,33.9,629,Functional,Absent,22.8
Nashik,Hill Road,Poor Road Condition,Minor Injury,2020,2,10,3,5,0,48.5,452,Non-Functional,Absent,28.4
Nagpur,Urban Arterial,Over-speeding,Grievous Injury,2021,8,15,2,4,0,53.7,849,Non-Functional,Present,4.0
Mysuru,State Highway,Fog/Low Visibility,Property Damage Only,2024,3,8,2,2,0,59.3,983,Functional,Absent,12.2
Chennai,National Highway,Animal on Road,Property Damage Only,2021,7,2,1,6,0,69.4,537,Functional,Present,17.6
Allahabad,State Highway,Wrong-Side Driving,Grievous Injury,2024,8,13,4,3,0,53.1,958,Non-Functional,Absent,17.8
Kanpur,State Highway,Brake Failure,Property Damage Only,2021,3,22,2,1,0,66.4,129,Non-Functional,Absent,27.8
Agra,National Highway,Wrong-Side Driving,Minor Injury,2022,10,17,2,2,0,85.4,315,Functional,Absent,10.5
Indore,Hill Road,Signal Jumping,Property Damage Only,2020,9,5,1,6,0,48.3,728,Functional,Present,22.1
Guwahati,Expressway,Overloaded Vehicle,Grievous Injury,2022,2,5,4,5,0,57.2,592,Absent,Absent,4.0
Coimbatore,National Highway,Poor Road Condition,Minor Injury,2024,7,16,3,1,0,23.9,141,Functional,Present,20.9
Jaipur,Industrial Zone,Over-speeding,Minor Injury,2020,7,7,1,0,0,19.6,887,Functional,Absent,10.9
Chandigarh,Village Road,Driver Fatigue,Fatal,2020,7,3,1,2,2,65.5,225,Absent,Absent,19.7
Faridabad,Expressway,Pedestrian Jaywalking,Grievous Injury,2022,2,5,2,0,0,46.1,105,Non-Functional,Absent,10.4
Chennai,City Ring Road,Overloaded Vehicle,Property Damage Only,2020,3,22,2,3,0,57.5,187,Non-Functional,Absent,8.9
Jaipur,Coastal Road,Animal on Road,Property Damage Only,2023,7,9,1,2,0,74.5,55,Absent,Present,21.5
Visakhapatnam,Village Road,Pothole,Minor Injury,2018,3,1,4,4,0,71.1,891,Non-Functional,Absent,26.8
Ghaziabad,State Highway,Pothole,Minor Injury,2019,8,7,4,3,0,57.7,527,Functional,Present,25.6
Nashik,Urban Arterial,Over-speeding,Grievous Injury,2021,2,19,4,4,0,62.4,872,Absent,Absent,21.5
Coimbatore,City Ring Road,Over-speeding,Minor Injury,2019,8,8,2,6,0,48.3,901,Functional,Present,17.3
Kolkata,Industrial Zone,Mobile Phone Use,Property Damage Only,2022,3,13,1,5,0,37.4,384,Functional,Absent,16.5
Nashik,Coastal Road,Rain/Wet Road,Grievous Injury,2023,7,2,4,4,0,87.7,21,Non-Functional,Present,15.0
Pune,City Ring Road,Overloaded Vehicle,Minor Injury,2018,7,6,3,6,0,69.5,20,Absent,Present,22.4
Raipur,City Ring Road,Signal Jumping,Minor Injury,2024,12,16,3,1,0,10.0,49,Absent,Present,10.7
Chennai,National Highway,Wrong-Side Driving,Grievous Injury,2022,7,15,3,3,0,68.1,239,Functional,Absent,11.4
Kochi,National Highway,Mobile Phone Use,Minor Injury,2022,7,14,2,6,0,63.5,315,Functional,Absent,13.0
Agra,City Ring Road,Driver Fatigue,Minor Injury,2022,6,11,2,5,0,59.9,487,Functional,Present,7.3
Kochi,Village Road,Driver Fatigue,Minor Injury,2018,5,0,1,6,0,37.5,934,Absent,Absent,30.4
Bengaluru,Urban Arterial,Animal on Road,Property Damage Only,2021,5,14,2,5,0,81.9,703,Absent,Absent,10.9
Meerut,Urban Arterial,Rain/Wet Road,Grievous Injury,2020,4,9,1,2,0,78.6,675,Functional,Present,26.5
Pune,Urban Arterial,Brake Failure,Property Damage Only,2023,3,1,1,5,0,57.6,386,Functional,Absent,26.6
Jodhpur,Coastal Road,Fog/Low Visibility,Minor Injury,2019,9,15,3,0,0,50.7,184,Functional,Absent,28.7
Agra,Hill Road,Fog/Low Visibility,Property Damage Only,2020,11,17,4,3,0,57.5,560,Functional,Absent,11.4
Coimbatore,Coastal Road,Fog/Low Visibility,Minor Injury,2019,12,4,1,1,0,85.9,489,Functional,Present,5.9
Chennai,National Highway,Brake Failure,Property Damage Only,2020,12,23,3,1,0,56.2,164,Absent,Absent,27.7
Delhi,City Ring Road,Wrong-Side Driving,Grievous Injury,2018,4,9,3,1,0,39.8,473,Functional,Absent,4.7
Hyderabad,State Highway,Tyre Burst,Minor Injury,2021,10,8,4,0,0,80.8,937,Non-Functional,Present,11.5
Kolkata,Village Road,Poor Road Condition,Minor Injury,2023,7,21,3,4,0,63.7,749,Non-Functional,Absent,13.1
Bhopal,Expressway,Pothole,Minor Injury,2018,9,15,2,0,0,56.8,877,Functional,Present,21.2
Delhi,Village Road,Poor Road Condition,Minor Injury,2024,11,16,3,3,0,52.3,274,Non-Functional,Absent,22.6
Amritsar,Village Road,Driver Fatigue,Fatal,2022,10,4,3,3,1,10.0,449,Non-Functional,Absent,19.2
Kochi,National Highway,Poor Road Condition,Grievous Injury,2022,4,11,2,5,0,66.1,448,Non-Functional,Absent,11.6
Mumbai,City Ring Road,Poor Road Condition,Grievous Injury,2022,3,9,1,1,0,83.6,730,Absent,Absent,21.7
Nashik,State Highway,Tyre Burst,Minor Injury,2018,3,0,2,1,0,46.0,438,Non-Functional,Absent,4.0
Pune,Industrial Zone,Poor Road Condition,Grievous Injury,2020,10,3,1,3,0,32.3,235,Absent,Present,10.6
Mumbai,State Highway,Mobile Phone Use,Property Damage Only,2023,7,16,3,6,0,56.6,992,Functional,Absent,41.0
Delhi,Hill Road,Signal Jumping,Fatal,2022,8,16,3,1,0,36.9,540,Functional,Present,4.0
Ahmedabad,Village Road,Pedestrian Jaywalking,Minor Injury,2022,4,23,3,4,0,56.8,955,Functional,Present,16.8
Kochi,Urban Arterial,Over-speeding,Fatal,2024,11,18,2,6,0,74.3,437,Functional,Absent,15.9
Mumbai,State Highway,Drunk Driving,Minor Injury,2018,10,16,2,0,0,72.6,794,Absent,Present,39.0
Jaipur,Industrial Zone,Pedestrian Jaywalking,Minor Injury,2023,9,17,3,2,0,51.3,745,Functional,Absent,22.2
Chennai,Industrial Zone,Mobile Phone Use,Grievous Injury,2020,2,3,3,4,0,93.4,346,Non-Functional,Present,15.0
Guwahati,Urban Arterial,Poor Road Condition,Grievous Injury,2019,11,15,1,5,0,60.3,680,Functional,Present,24.1
Bhopal,City Ring Road,Tyre Burst,Minor Injury,2018,11,22,2,5,0,62.1,811,Functional,Absent,17.6
Faridabad,Expressway,Driver Fatigue,Fatal,2019,2,3,2,6,1,67.1,343,Absent,Present,13.0
Raipur,Expressway,Driver Fatigue,Minor Injury,2020,5,3,2,6,0,22.1,46,Functional,Absent,13.1
Kanpur,National Highway,Over-speeding,Fatal,2020,1,6,2,1,0,38.5,288,Functional,Present,36.7
Agra,Coastal Road,Wrong-Side Driving,Property Damage Only,2022,2,5,1,4,0,45.6,610,Functional,Absent,21.9
Agra,City Ring Road,Pothole,Fatal,2019,9,11,2,3,2,27.9,164,Absent,Present,8.3
Chandigarh,Industrial Zone,Wrong-Side Driving,Minor Injury,2024,1,4,1,1,0,69.8,796,Non-Functional,Absent,14.3
Bengaluru,Coastal Road,Brake Failure,Minor Injury,2024,12,18,3,4,0,83.8,275,Non-Functional,Present,30.0
Visakhapatnam,Urban Arterial,Drunk Driving,Minor Injury,2019,5,15,2,5,0,41.3,136,Functional,Present,22.8
Varanasi,City Ring Road,Poor Road Condition,Minor Injury,2018,4,14,4,5,0,45.9,934,Functional,Absent,15.2
Patna,Village Road,Drunk Driving,Grievous Injury,2019,3,8,2,1,0,64.2,180,Functional,Present,4.0
Ahmedabad,Village Road,Pedestrian Jaywalking,Property Damage Only,2023,11,13,2,1,0,55.8,498,Absent,Absent,26.9
Kolkata,State Highway,Rain/Wet Road,Grievous Injury,2024,2,9,3,0,0,61.7,320,Functional,Absent,13.1
Lucknow,Hill Road,Signal Jumping,Minor Injury,2023,3,10,4,3,0,54.9,603,Non-Functional,Present,17.6
Raipur,Hill Road,Wrong-Side Driving,Minor Injury,2024,9,4,4,6,0,66.1,204,Functional,Absent,5.0
Mumbai,Hill Road,Signal Jumping,Property Damage Only,2019,2,18,4,4,0,70.6,386,Absent,Absent,19.6
Surat,Coastal Road,Over-speeding,Property Damage Only,2020,10,12,4,0,0,49.1,913,Functional,Absent,17.7
Indore,Hill Road,Over-speeding,Fatal,2024,10,23,4,5,2,47.5,328,Absent,Present,23.7
Kochi,Industrial Zone,Animal on Road,Minor Injury,2018,3,1,1,0,0,75.8,176,Non-Functional,Absent,16.0
Indore,City Ring Road,Wrong-Side Driving,Fatal,2023,10,0,2,2,1,70.5,25,Absent,Present,18.4
Hyderabad,Expressway,Fog/Low Visibility,Minor Injury,2024,5,4,1,0,0,52.8,424,Functional,Absent,27.0
Coimbatore,Urban Arterial,Overloaded Vehicle,Property Damage Only,2023,9,6,2,1,0,63.4,539,Non-Functional,Absent,12.9
Ahmedabad,National Highway,Animal on Road,Minor Injury,2023,3,16,1,1,0,25.6,672,Functional,Present,20.2
Kanpur,Industrial Zone,Overloaded Vehicle,Grievous Injury,2021,10,12,2,4,0,35.5,220,Absent,Absent,22.2
Meerut,City Ring Road,Over-speeding,Property Damage Only,2023,12,9,2,3,0,54.5,869,Functional,Absent,24.9
Ahmedabad,Coastal Road,Animal on Road,Grievous Injury,2020,2,7,3,0,0,31.2,982,Non-Functional,Absent,6.6
Patna,Expressway,Rain/Wet Road,Grievous Injury,2022,1,10,3,3,0,77.0,31,Functional,Absent,6.1
Ghaziabad,Coastal Road,Rain/Wet Road,Grievous Injury,2022,1,23,2,4,0,63.3,345,Absent,Absent,33.0
Visakhapatnam,State Highway,Drunk Driving,Fatal,2020,2,4,1,0,3,57.7,715,Absent,Absent,23.9
Jodhpur,Expressway,Fog/Low Visibility,Grievous Injury,2020,2,11,1,2,0,65.6,859,Non-Functional,Present,35.1
Faridabad,Hill Road,Animal on Road,Minor Injury,2024,10,22,1,3,0,64.3,95,Functional,Present,16.4
Kanpur,National Highway,Animal on Road,Property Damage Only,2023,5,12,4,1,0,33.3,703,Non-Functional,Absent,14.4
Raipur,City Ring Road,Rain/Wet Road,Minor Injury,2024,5,12,3,4,0,96.4,330,Functional,Present,14.6
Ranchi,Urban Arterial,Poor Road Condition,Grievous Injury,2024,7,4,1,4,0,40.8,456,Absent,Present,9.5
Visakhapatnam,Hill Road,Mobile Phone Use,Fatal,2024,10,2,2,2,3,70.6,308,Non-Functional,Absent,7.5
Surat,Industrial Zone,Signal Jumping,Minor Injury,2020,4,7,1,3,0,49.4,490,Non-Functional,Present,17.5
Faridabad,Coastal Road,Drunk Driving,Minor Injury,2024,2,8,4,5,0,76.9,889,Functional,Absent,38.6
Chennai,National Highway,Mobile Phone Use,Property Damage Only,2022,6,23,1,5,0,73.2,496,Functional,Absent,10.8
Visakhapatnam,Urban Arterial,Signal Jumping,Minor Injury,2018,12,10,3,0,0,62.3,585,Non-Functional,Present,29.3
Ghaziabad,Industrial Zone,Poor Road Condition,Fatal,2020,6,18,3,1,3,113.8,527,Functional,Present,10.5
Ahmedabad,City Ring Road,Over-speeding,Minor Injury,2022,12,14,1,1,0,67.5,695,Non-Functional,Present,25.0
Ghaziabad,National Highway,Brake Failure,Grievous Injury,2021,6,12,2,4,0,59.3,161,Non-Functional,Absent,20.3
Rajkot,Urban Arterial,Overloaded Vehicle,Minor Injury,2024,5,0,2,6,0,33.4,559,Functional,Present,12.9
Amritsar,Urban Arterial,Signal Jumping,Property Damage Only,2020,1,11,4,2,0,35.2,57,Functional,Present,25.3
Jodhpur,State Highway,Mobile Phone Use,Fatal,2021,5,4,4,3,3,41.0,695,Absent,Absent,10.1
Jodhpur,Expressway,Driver Fatigue,Fatal,2020,8,18,2,0,1,77.6,255,Non-Functional,Absent,26.1
Visakhapatnam,Hill Road,Animal on Road,Minor Injury,2022,11,5,1,5,0,79.0,248,Non-Functional,Absent,22.1
Agra,State Highway,Driver Fatigue,Property Damage Only,2020,12,8,4,4,0,75.1,257,Functional,Absent,30.4
Kolkata,Industrial Zone,Mobile Phone Use,Grievous Injury,2018,12,6,3,3,0,60.1,927,Functional,Absent,17.1
Agra,City Ring Road,Poor Road Condition,Property Damage Only,2021,8,7,4,3,0,87.9,555,Functional,Present,28.6
Delhi,Industrial Zone,Driver Fatigue,Fatal,2021,1,22,2,2,3,73.6,682,Functional,Present,14.0
Jaipur,City Ring Road,Tyre Burst,Property Damage Only,2023,8,18,3,0,0,89.6,459,Absent,Absent,14.0
Rajkot,State Highway,Wrong-Side Driving,Property Damage Only,2021,9,15,2,6,0,56.2,900,Non-Functional,Absent,33.3
Varanasi,City Ring Road,Pothole,Grievous Injury,2024,7,17,2,0,0,56.9,777,Absent,Present,16.8
